condition,mouse,FOV,day,sample_id,source_file,roi_index,roi_label,roi_x,roi_y,n_frames,mean_signal,std_signal,min_signal,max_signal,baseline_center,threshold,n_events,mean_event_duration,max_event_duration,mean_event_amplitude,max_event_amplitude,auc_above_baseline,peak_frame,peak_value,global_slope,Cluster,PCA1,PCA2,UMAP1,UMAP2
inh,U865,Reg02_z181,d1,inh_U865_Reg02_z181_d1,data_d1.mat,37,ROI37,186.0,687.0,2088,0.19158060365304033,0.10664399004343807,-0.032797949811227384,0.636404468268169,0.17757240580252112,0.4269592150234552,14,5.428571428571429,12.0,0.3270980534303692,0.4588320624656479,97.34080250359969,11.0,0.636404468268169,1.0657105181762447e-05,0,-0.073344976,0.14518854,8.478589,3.4544256
sham,U146,Reg03_z235,d15,sham_U146_Reg03_z235_d15,data_d15.mat,255,ROI255,168.0,684.0,2088,0.08590692099374486,0.08262300975994612,-0.041888677942941696,0.9888536008496666,0.08529872000402468,0.20551533269035246,7,8.571428571428571,24.0,0.3214535219615963,0.9035548808456418,30.147236117405782,794.0,0.9888536008496666,-2.4692374288869226e-05,0,-0.21404344,-0.235143,4.7856407,0.55398357
resp,T650,Reg02_z176,d23,resp_T650_Reg02_z176_d23,data_d23.mat,71,ROI71,114.0,734.0,2088,0.24990547185848347,0.23933304160192323,-0.013748011622888759,1.9596500866059352,0.1406550732488957,0.36203133972267687,24,10.333333333333334,35.0,0.6965438865634255,1.8189950133570396,192.72998833371707,1513.0,1.9596500866059352,5.9662458457393304e-05,1,0.17471087,-0.77409273,12.151002,1.1719933
sham,U411,Reg02_z174,d7,sham_U411_Reg02_z174_d7,data_d7.mat,165,ROI165,324.0,20.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-9.043095,16.25503
sham,V529,Reg01_z137,d11,sham_V529_Reg01_z137_d11,data_d11.mat,357,ROI357,919.0,293.0,2088,0.3192691547135781,0.13866815344826966,0.1130566620306644,1.05094281425362,0.3297921415059809,0.5410341054693425,2,7.5,8.0,0.513771606579283,0.721150672747639,10.888306975943811,1.0,1.05094281425362,-0.000676765450064688,0,-0.024443967,0.42192295,5.496754,7.4396253
inh,U411,Reg03_z147,d11,inh_U411_Reg03_z147_d11,data_d11.mat,9,ROI9,868.0,622.0,2088,0.45558157094898694,0.6555033345258805,-0.06272351252453215,4.668954730668884,0.36376908237517325,1.2255197958354138,18,10.444444444444445,22.0,2.0442696697490996,4.305185648293711,477.4312625787289,762.0,4.668954730668884,-4.176904746735069e-05,1,0.7871429,-0.29401457,9.432153,5.2153716
resp,T476,Reg01_z196,d13,resp_T476_Reg01_z196_d13,data_d13.mat,12,ROI12,710.0,719.0,2088,0.11278864517642621,0.06912967743618267,-0.0771991060773998,0.4080259023452605,0.09899692004142371,0.2019100031040282,18,9.166666666666666,42.0,0.1957349982605854,0.3090289823038368,66.81819606182634,433.0,0.4080259023452605,-1.491796192653903e-05,1,-0.1409423,-0.79296845,11.665088,1.6879555
sham,U411,Reg01_z135,d5,sham_U411_Reg01_z135_d5,data_d5.mat,51,ROI51,801.0,576.0,2088,0.2570105336843133,0.16091223240801927,-0.01768659201972341,0.8021946823911016,0.2144090056955649,0.5624978407442047,5,6.6,11.0,0.47459149133256046,0.5877856766955367,43.93608326038249,482.0,0.8021946823911016,1.289608933644722e-05,0,-0.04526502,0.30086213,4.72979,6.3241563
resp,T650,Reg01_z198,d5,resp_T650_Reg01_z198_d5,data_d5.mat,299,ROI299,944.0,51.0,2088,0.26438243568588854,0.1324761756983904,-0.01687085124470209,0.7869491698971872,0.20773436009262242,0.4420072144153224,28,7.428571428571429,20.0,0.3994428261783404,0.5792148098045649,162.2046984526966,1380.0,0.7869491698971872,1.0258138425949606e-05,1,0.091851205,-0.36010078,12.825032,0.13774504
resp,T476,Reg01_z134,d11,resp_T476_Reg01_z134_d11,data_d11.mat,67,ROI67,402.0,37.0,2088,0.1496534994937699,0.0723400167366732,-0.010749039659664367,0.5839921656677748,0.17187608413624517,0.35981292396077613,5,7.4,10.0,0.3525218535392702,0.4121160815315296,26.42791089305774,44.0,0.5839921656677748,-3.7531123846563495e-05,0,-0.18322217,0.18883497,2.6940024,3.5403805
inh,U480,Reg01_z130,d7,inh_U480_Reg01_z130_d7,data_d7.mat,158,ROI158,170.0,710.0,2088,0.16804311638907868,0.09084559655837814,-0.08346975967942782,0.5471685465228548,0.14953946527092893,0.30939855973609953,12,8.75,25.0,0.24499402626033137,0.3976290812519259,74.38887019880264,1359.0,0.5471685465228548,3.3600081607846244e-05,1,-0.10060336,-0.30579618,7.228735,0.1886093
unresp,U664,Reg01_z256,d15,unresp_U664_Reg01_z256_d15,data_d15.mat,115,ROI115,837.0,816.0,2088,0.23881840575733607,0.20487133676313893,-0.052396558446816364,1.424277532690988,0.5217491094091521,1.479608576162475,0,,,,,38.262839887399984,81.0,1.424277532690988,-0.00012436159157829218,2,-0.005640574,0.3159638,9.434669,8.360329
unresp,U861,Reg01_z279,d1,unresp_U861_Reg01_z279_d1,data_d1.mat,188,ROI188,248.0,332.0,2088,0.21875556676891827,0.19387976709186827,-0.08056363814607834,1.8453017618234366,0.25216592182420555,0.6466444837607728,4,18.75,41.0,1.0727467343984043,1.593135839999231,73.02201352487162,11.0,1.8453017618234366,-0.00013129804125064547,1,0.08755849,-1.1131797,5.249475,-1.6782656
unresp,V529,Reg03_z204,d15,unresp_V529_Reg03_z204_d15,data_d15.mat,203,ROI203,718.0,872.0,2088,0.20539676540942103,0.10559389773072062,0.03723565190538158,0.6133807371554699,0.17588525478355,0.31463111569226154,6,12.166666666666666,25.0,0.3027842175735233,0.43749548237191993,31.980273394873844,417.0,0.6133807371554699,0.00011688754768472165,0,-0.090437934,-0.40070888,4.833884,-0.45327315
sham,U411,Reg02_z174,d7,sham_U411_Reg02_z174_d7,data_d7.mat,190,ROI190,186.0,9.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,0.80648965,29.281288
resp,U146,Reg03_z158,d3,resp_U146_Reg03_z158_d3,data_d3.mat,212,ROI212,982.0,5.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-4.075076,27.226208
inh,U480,Reg01_z130,d11,inh_U480_Reg01_z130_d11,data_d11.mat,194,ROI194,681.0,435.0,2088,0.17644406349666458,0.09348220179193639,0.044230626877867704,0.6053198867909793,0.15037791214301016,0.26344692398231406,3,7.333333333333333,10.0,0.2654619806235908,0.4549419746479691,7.697926700727251,113.0,0.6053198867909793,0.00023943791159411135,0,-0.18052852,0.2532855,1.140664,3.8660808
resp,U194,Reg01_z154,d7,resp_U194_Reg01_z154_d7,data_d7.mat,181,ROI181,351.0,846.0,2088,0.2514255348141395,0.1600991179147323,0.02005021829252885,0.9450708791820083,0.18030039476808776,0.5356829403795894,16,5.125,7.0,0.5346820855614293,0.7647704844139205,151.81453596177914,849.0,0.9450708791820083,2.4947122415519172e-05,0,0.046318993,0.2539482,8.984479,3.137968
inh,U865,Reg02_z181,d5,inh_U865_Reg02_z181_d5,data_d5.mat,29,ROI29,379.0,648.0,2088,0.1658131387467667,0.14809726523681632,-0.21054422719778682,2.0262826653620145,0.1618659429264832,0.36832514988549175,11,8.0,16.0,0.568262865056434,1.8644167224355312,80.83919251803816,1255.0,2.0262826653620145,-1.784994964148653e-05,0,-0.052583694,-0.0743118,6.6641755,2.194396
resp,U849,Reg01_z133,d23,resp_U849_Reg01_z133_d23,data_d23.mat,81,ROI81,846.0,975.0,2088,0.10020032684674901,0.0962412251143471,-0.0190421556233957,1.0926514101115576,0.06405250602925786,0.14279490237708314,21,10.714285714285714,32.0,0.2668972341271134,1.0285989040822998,86.53787787841955,1135.0,1.0926514101115576,2.8079786961940102e-05,1,-0.12082163,-0.7973613,11.761518,0.6246703
sham,U546,Reg01_z252,d1,sham_U546_Reg01_z252_d1,data_d1.mat,139,ROI139,896.0,526.0,2088,0.1147769499509494,0.07751047595356385,-0.03398223355581549,0.6451279954380472,0.08357272752444289,0.18283499287027677,2,5.0,7.0,0.3407249877402496,0.5615552679136043,11.759514371056493,3.0,0.6451279954380472,-0.00017425796512838084,0,-0.25599232,0.44020912,-0.49270436,7.367277
resp,U545,Reg01_z320,d9,resp_U545_Reg01_z320_d9,data_d9.mat,92,ROI92,161.0,632.0,2088,0.09698690839902385,0.03282939890709463,0.0015728862527179016,0.20072225337807506,0.11059202209535213,0.19262882835528078,1,3.0,3.0,0.09013023128272293,0.09013023128272293,6.380504151388823,254.0,0.20072225337807506,-5.103280612379982e-06,0,-0.31197202,0.6693913,0.3839885,10.038708
resp,T649,Reg01_z235,d3,resp_T649_Reg01_z235_d3,data_d3.mat,14,ROI14,280.0,872.0,2088,0.12707121381821093,0.06131442699752355,0.0,0.3268909579010691,0.12724828750373696,0.20214503415649843,8,4.875,8.0,0.12521493139890605,0.19964267039733213,9.419546936488825,317.0,0.3268909579010691,-0.00010657404220781244,0,-0.25382036,0.33173805,4.809928,4.9209824
unresp,U235,Reg01_z189,d3,unresp_U235_Reg01_z189_d3,data_d3.mat,135,ROI135,452.0,943.0,2088,0.1971732524398113,0.10694421709976193,-0.005396612584434203,1.02492692053547,0.16296577731897152,0.32774692904084224,14,10.928571428571429,33.0,0.3553307187330727,0.8619611432164985,100.58301549188758,1910.0,1.02492692053547,3.035519348534621e-05,1,-0.014137877,-0.6169173,8.312229,-0.8857862
sham,V532,Reg01_z169,d5,sham_V532_Reg01_z169_d5,data_d5.mat,235,ROI235,178.0,368.0,2088,0.22837313370155543,0.11811429926577534,0.035169855276675564,1.5208846609804691,0.22020036030245455,0.3922620990698339,6,10.166666666666666,29.0,0.48451443365623126,1.3006843006780147,59.27806657600378,446.0,1.5208846609804691,-2.267004872299532e-05,0,-0.01531273,-0.29861283,5.54059,-0.2779254
resp,U194,Reg01_z283,d7,resp_U194_Reg01_z283_d7,data_d7.mat,69,ROI69,276.0,671.0,2088,0.1396731855495471,0.06401062161808667,0.0,0.4950095966282057,0.12905593605497384,0.253237468771691,9,6.111111111111111,10.0,0.23342802707608964,0.36595366057323186,37.97964751784387,942.0,0.4950095966282057,-2.702305933873217e-06,0,-0.19721988,0.19365837,5.866617,3.79315
unresp,U848,Reg02_z185,d15,unresp_U848_Reg02_z185_d15,data_d15.mat,262,ROI262,232.0,170.0,2088,0.1548202840033064,0.06907746149730619,0.007932480930758462,0.5809875536585446,0.18157954973732757,0.35740277192498315,3,5.0,7.0,0.286457149306703,0.399408003921217,24.659963341439468,165.0,0.5809875536585446,-4.768008822850563e-05,0,-0.19884446,0.46243256,1.7287481,7.06756
unresp,U236,Reg01_z221,d5,unresp_U236_Reg01_z221_d5,data_d5.mat,382,ROI382,215.0,196.0,2088,0.13848387793972083,0.06781956739535219,-0.017829117946407406,0.368691286830855,0.13803410399234597,0.3449424136526946,0,,,,,47.03379625579172,1537.0,0.368691286830855,-2.436971246266462e-05,0,-0.18564269,0.21533895,14.686232,13.481193
unresp,T644,Reg01_z176,d5,unresp_T644_Reg01_z176_d5,data_d5.mat,303,ROI303,525.0,729.0,2088,0.14627231418782283,0.05552026505532092,-0.016802711599377556,0.3501725342488831,0.13699327448286716,0.30014125291451593,1,4.0,4.0,0.21317925976601595,0.21317925976601595,26.113720222990537,807.0,0.3501725342488831,4.014664966786123e-06,0,-0.22964144,0.61161846,0.99930656,9.28389
sham,U413,Reg03_z182,d11,sham_U413_Reg03_z182_d11,data_d11.mat,246,ROI246,581.0,577.0,2088,0.13137858917735606,0.05952728823149382,-0.024449474723400588,0.5264131522322633,0.11676931497948287,0.23950746864149586,10,6.2,9.0,0.20332392167234437,0.4096438372527804,43.95212632115626,581.0,0.5264131522322633,2.491546761617381e-05,0,-0.20101735,0.17623156,6.6021953,3.7106998
unresp,U861,Reg02_z158,d15,unresp_U861_Reg02_z158_d15,data_d15.mat,232,ROI232,749.0,56.0,2088,0.2210556419928581,0.09015781553738555,0.13534521012134026,0.40143696970150905,0.17020582155673558,0.27923265851301127,1,5.0,5.0,0.23123114814477347,0.23123114814477347,1.0706282798930242,2.0,0.40143696970150905,-0.015355946654887664,0,-0.47258976,0.56377494,10.484482,12.18352
inh,U413,Reg03_z182,d3,inh_U413_Reg03_z182_d3,data_d3.mat,107,ROI107,893.0,961.0,2088,0.17522141686655274,0.16721455235010774,-0.01353152699314149,1.2682471527424664,0.17304979668217146,0.4640918611353087,4,7.0,8.0,0.7001715210982191,1.0951973560602948,24.989014899680097,42.0,1.2682471527424664,-0.0002361769625235899,0,-0.1239252,0.28840944,2.479868,4.629561
unresp,U235,Reg01_z278,d23,unresp_U235_Reg01_z278_d23,data_d23.mat,257,ROI257,738.0,94.0,2088,0.23714571830530537,0.07890732242068792,-0.01254798484655133,0.5378827922192938,0.25817712141666677,0.42590371734816584,3,4.333333333333333,6.0,0.2339038443962941,0.27970567080262704,43.488054444858435,1874.0,0.5378827922192938,-1.3144210796037176e-06,0,-0.1087813,0.59443,3.4598143,8.000432
unresp,T644,Reg01_z203,d11,unresp_T644_Reg01_z203_d11,data_d11.mat,243,ROI243,724.0,520.0,2088,0.35814400669821445,0.43099137766673806,-0.05757323232274275,2.9436872561829115,0.4018161653323127,1.1302998237623847,13,8.076923076923077,20.0,1.562057872916893,2.5418710908505986,220.1421784229504,377.0,2.9436872561829115,-0.00018311282141232195,2,0.38036877,-0.036138646,8.716548,5.5660725
unresp,U235,Reg02_z166,d23,unresp_U235_Reg02_z166_d23,data_d23.mat,128,ROI128,230.0,428.0,2088,0.34694938635661016,0.4879508286778792,-0.030133412582180222,3.101386524405207,0.0986419969708859,0.28731716783051525,27,23.88888888888889,101.0,0.988418573359609,3.002744527434321,543.7628877161933,1942.0,3.101386524405207,0.00026061217020410284,1,0.7503801,-2.936167,13.19429,4.000046
unresp,U235,Reg01_z209,d23,unresp_U235_Reg01_z209_d23,data_d23.mat,221,ROI221,598.0,792.0,2088,0.1625440779421,0.12481037983292367,0.010740118660891558,1.5604665785883927,0.13217587722764218,0.27018967945982764,11,8.818181818181818,24.0,0.33996918949157756,1.4282907013607504,79.13468480898813,967.0,1.5604665785883927,2.790903545608587e-05,1,-0.0761379,-0.26960647,6.853834,0.09365202
unresp,U234,Reg02_z150,d23,unresp_U234_Reg02_z150_d23,data_d23.mat,374,ROI374,304.0,409.0,2088,0.09384612360047029,0.04833252984888912,0.0013446162589393035,0.30380758787784795,0.09047662068625853,0.1885334413449251,3,8.333333333333334,10.0,0.1888386695502513,0.21333096719158942,14.158054104795246,369.0,0.30380758787784795,-9.743735975560946e-06,0,-0.270327,0.11133216,0.7712475,2.7228744
unresp,T652,Reg02_z151,d11,unresp_T652_Reg02_z151_d11,data_d11.mat,103,ROI103,173.0,105.0,2088,0.41554768863372904,0.12861346109344549,0.11597312608319606,0.7410087627799042,0.482736329891749,0.7820095127631516,0,,,,,7.3372383206841185,8.0,0.7410087627799042,-4.20125317098755e-05,2,0.07608136,0.46449357,9.330381,8.939283
resp,T476,Reg01_z251,d5,resp_T476_Reg01_z251_d5,data_d5.mat,120,ROI120,315.0,945.0,2088,0.36187641452021796,0.723171160975931,-0.051233156558241365,7.641588931987088,0.15989227118490973,0.36531305464791475,23,13.956521739130435,83.0,1.000810500134442,7.481696660802179,441.7714585650697,415.0,7.641588931987088,-0.00018726934890100056,1,0.74192524,-1.7740831,13.084711,3.4185266
resp,U194,Reg02_z171,d9,resp_U194_Reg02_z171_d9,data_d9.mat,48,ROI48,410.0,575.0,2088,0.14932571859242877,0.1979841728108388,-0.09714385606330268,3.0536575332862546,0.1107124758594225,0.25129047265897425,10,16.3,84.0,0.6990345324656437,2.942945057426832,111.87159663235965,781.0,3.0536575332862546,1.4515165845259788e-05,1,0.09844715,-1.8596963,12.711359,3.9164958
inh,U480,Reg01_z217,d9,inh_U480_Reg01_z217_d9,data_d9.mat,46,ROI46,101.0,182.0,2088,0.13044761964155058,0.07212866917146557,0.0022090191130414425,0.7912066423353108,0.11914888053784095,0.24101968823632297,14,7.071428571428571,19.0,0.22288061634910816,0.6720577617974699,60.09263612071934,1241.0,0.7912066423353108,1.38229385389156e-05,1,-0.15954977,-0.1383784,8.406929,1.6050065
sham,V528,Reg01_z147,d7,sham_V528_Reg01_z147_d7,data_d7.mat,389,ROI389,214.0,458.0,2088,0.2235251211615275,0.0694442691141798,0.08398639200604671,0.45786882141946716,0.2536725659557067,0.5463766617982809,0,,,,,5.05072398626869,145.0,0.45786882141946716,-0.00026399345547042127,0,-0.13425538,0.2957236,12.462254,10.068871
unresp,U234,Reg01_z227,d7,unresp_U234_Reg01_z227_d7,data_d7.mat,97,ROI97,158.0,720.0,2088,0.13018847501887001,0.1427525623402526,-0.053910373309653044,2.1507528937604046,0.11919684090119517,0.23719607405273452,8,12.0,28.0,0.6035444252608014,2.0315560528592096,76.57117728147495,842.0,2.1507528937604046,-3.547131397067063e-05,1,-0.067447335,-0.5369544,6.007194,-0.76074016
resp,U719,Reg01_z145,d9,resp_U719_Reg01_z145_d9,data_d9.mat,281,ROI281,227.0,257.0,2088,0.28057227851999766,0.3724644905588731,-0.059180032345926115,3.776228819258363,0.3611548567543791,1.1468683011801963,3,13.333333333333334,22.0,2.162699375061323,3.415073962503984,136.71582979319152,17.0,3.776228819258363,-0.00014088850107252628,2,0.29463091,-0.31078035,8.093473,5.9684706
unresp,U236,Reg01_z149,d1,unresp_U236_Reg01_z149_d1,data_d1.mat,197,ROI197,319.0,359.0,2088,0.2842354236109127,0.463102115749168,-0.008760893744413056,4.06345083223229,0.13208282875732696,0.37295984752013667,21,14.19047619047619,43.0,0.9900029791013186,3.931368003474963,347.61954300898293,1751.0,4.06345083223229,2.624101188378988e-06,1,0.43786308,-1.1172775,12.3154125,2.146508
resp,T649,Reg01_z208,d7,resp_T649_Reg01_z208_d7,data_d7.mat,409,ROI409,271.0,333.0,2088,0.183789101097237,0.06479866208165531,0.023178242214391298,0.4218219452255485,0.17341459261735148,0.3633734336304857,1,4.0,4.0,0.24840735260819702,0.24840735260819702,29.186957380785692,276.0,0.4218219452255485,-2.5225552698057006e-05,0,-0.1861183,0.6440519,1.7886175,9.310929
sham,U413,Reg01_z302,d9,sham_U413_Reg01_z302_d9,data_d9.mat,289,ROI289,522.0,163.0,2088,0.14998684881256685,0.05752099908208837,0.018725735070394902,0.3702112800469535,0.13056920376556125,0.20668319131576537,14,7.285714285714286,12.0,0.144625378119033,0.23964207628139222,23.498540893525394,626.0,0.3702112800469535,9.173539866421685e-05,0,-0.19502285,-0.014430746,8.262549,2.5503507
resp,T649,Reg01_z235,d3,resp_T649_Reg01_z235_d3,data_d3.mat,176,ROI176,739.0,1011.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-0.4301378,21.693491
sham,U146,Reg03_z141,d1,sham_U146_Reg03_z141_d1,data_d1.mat,63,ROI63,273.0,730.0,2088,0.1679964616571609,0.2145895713529083,-0.056170945865811575,2.008764291479918,0.11640019655213416,0.24302491002649426,22,10.5,25.0,0.4981066173019212,1.892364094927784,113.67981895202722,885.0,2.008764291479918,7.506027388017372e-05,1,0.0064333975,-0.6263065,11.537956,0.2650303
sham,V529,Reg03_z240,d23,sham_V529_Reg03_z240_d23,data_d23.mat,466,ROI466,36.0,68.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-0.4327956,21.681393
inh,U865,Reg01_z117,d5,inh_U865_Reg01_z117_d5,data_d5.mat,62,ROI62,86.0,424.0,2088,0.2501285604567629,0.1502892251062144,-0.35951277693171424,0.8837065402179471,0.24795776399018551,0.6175037179312224,5,7.6,11.0,0.5210377351839849,0.6357487762277616,111.92353828948848,471.0,0.8837065402179471,-1.710721726806869e-05,0,0.019606944,0.20700793,5.2993984,6.5135036
resp,U545,Reg01_z280,d3,resp_U545_Reg01_z280_d3,data_d3.mat,238,ROI238,314.0,448.0,2088,0.11426951386389705,0.05330730777915974,0.0155884705662751,0.4588065711913648,0.09858418504031405,0.19731442431210483,3,9.666666666666666,11.0,0.24830377110471158,0.36022238615105073,19.37962848634308,464.0,0.4588065711913648,-3.551023740651984e-05,0,-0.23480582,0.012583828,1.1855831,2.0878277
resp,U194,Reg01_z283,d15,resp_U194_Reg01_z283_d15,data_d15.mat,32,ROI32,768.0,847.0,2088,0.3837183019817101,0.6747849511603387,-0.08340353371838219,5.639555738226703,0.18854434627671576,0.43755445975693796,7,31.714285714285715,125.0,1.9066824121924826,5.451011391949987,456.0735214869685,1440.0,5.639555738226703,0.00010817775684635717,1,0.8759107,-3.4893389,13.265622,4.8957286
sham,V529,Reg01_z184,d23,sham_V529_Reg01_z184_d23,data_d23.mat,113,ROI113,717.0,492.0,2088,0.07973321207517443,0.04304443437585092,0.001415634843436569,0.23330553845595844,0.04742211456526297,0.1286533792625887,2,8.0,9.0,0.15901558047284198,0.18588342389069548,7.099524631674193,132.0,0.23330553845595844,0.00015453350482946848,0,-0.2981035,0.15679656,0.25161108,3.1299045
resp,U146,Reg03_z235,d5,resp_U146_Reg03_z235_d5,data_d5.mat,56,ROI56,442.0,81.0,2088,0.09480348816624418,0.04997441059824575,-0.018707812750490115,0.4087421016359641,0.09128612519152852,0.1959560461511765,10,7.3,14.0,0.1620921190682612,0.3174559764444356,43.17505961461821,182.0,0.4087421016359641,4.168407496989903e-06,0,-0.23298416,-0.020141969,6.291379,2.508988
inh,U865,Reg02_z181,d15,inh_U865_Reg02_z181_d15,data_d15.mat,305,ROI305,40.0,946.0,2088,0.3947576941551243,0.1492378944560771,0.012203813003353393,1.0739475911015541,0.38725260694110364,0.7779974425199532,4,5.75,8.0,0.570988873489093,0.6866949841604505,118.36962331455241,1891.0,1.0739475911015541,-3.315292161121235e-06,2,0.15801957,0.5549077,6.8212414,7.760999
unresp,U861,Reg01_z279,d23,unresp_U861_Reg01_z279_d23,data_d23.mat,215,ROI215,91.0,823.0,2088,0.14338991938181578,0.06392184190201962,-0.02919972476287656,0.617421708570152,0.1381315834146774,0.29174097483887657,5,8.0,11.0,0.30280702270042203,0.4792901251554746,52.51060252419044,40.0,0.617421708570152,-1.2453423727384381e-05,0,-0.17060041,0.11682455,2.5321403,2.859737
resp,U194,Reg01_z154,d11,resp_U194_Reg01_z154_d11,data_d11.mat,165,ROI165,776.0,944.0,2088,0.4640462697493378,0.24417543041678597,-0.05987619401557252,2.3127378525076137,0.3607280230380946,0.6941073686378719,27,8.814814814814815,31.0,0.5977685908050786,1.9520098294695192,237.19550120163188,367.0,2.3127378525076137,5.789078242567686e-06,1,0.42203775,-0.47876152,11.996746,1.6586922
resp,U849,Reg01_z289,d23,resp_U849_Reg01_z289_d23,data_d23.mat,275,ROI275,203.0,100.0,2088,0.10929117090199247,0.04449482814462665,0.0,0.1950055867609073,0.0837056253259518,0.1937114756633485,0,,,,,5.15421778951617,134.0,0.1950055867609073,-0.00016775248982181507,0,-0.2635796,0.1931544,12.746359,14.756653
sham,U546,Reg01_z291,d3,sham_U546_Reg01_z291_d3,data_d3.mat,209,ROI209,34.0,499.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-16.28684,-4.9402213
resp,T476,Reg01_z134,d23,resp_T476_Reg01_z134_d23,data_d23.mat,87,ROI87,556.0,618.0,2088,0.39184872729077813,0.19780383870536464,0.085647177817731,0.6754108030560667,0.4530062693109952,0.8434783094057098,0,,,,,0.46461161558439884,10.0,0.6754108030560667,0.06548025278415286,0,1.3262337,0.53807634,8.427181,11.362755
sham,U875,Reg01_z146,d11,sham_U875_Reg01_z146_d11,data_d11.mat,189,ROI189,504.0,212.0,2088,0.20034616459440055,0.1500125931436027,-0.129186962339385,1.4402571079130329,0.19632938160509866,0.41743516105308454,8,10.625,33.0,0.6005478163199531,1.2439277263079342,91.03215113681772,1962.0,1.4402571079130329,8.758900202925994e-06,1,0.0050485283,-0.47661906,6.172885,-0.86119837
unresp,T644,Reg01_z154,d5,unresp_T644_Reg01_z154_d5,data_d5.mat,99,ROI99,372.0,114.0,2088,0.2016099207723583,0.2940952426599871,-0.008101408158487275,3.203687504482254,0.13404358689141804,0.3223139427504078,18,9.11111111111111,20.0,0.8171971413786322,3.0696439175908363,163.1576223410088,508.0,3.203687504482254,4.4863617156742485e-06,1,0.11449928,-0.33015504,10.148,0.41509137
resp,U866,Reg01_z148,d1,resp_U866_Reg01_z148_d1,data_d1.mat,312,ROI312,815.0,460.0,2088,0.2729734531964791,0.16720908843917257,-0.03908948753869048,0.9965038656447448,0.31700502011293763,0.7381057493325602,1,6.0,6.0,0.6794988455318072,0.6794988455318072,8.2686288804338,16.0,0.9965038656447448,-0.0005307944433996888,0,-0.055186808,0.53652483,5.4539037,7.9408846
resp,U866,Reg01_z259,d1,resp_U866_Reg01_z259_d1,data_d1.mat,219,ROI219,788.0,184.0,2088,0.24066304510721226,0.16343045903147457,-0.09735967341897586,2.045195347519411,0.24995495726727737,0.43812565918792823,12,7.5,19.0,0.44561657770387025,1.7952403902521337,81.30383306899316,733.0,2.045195347519411,-6.029118905732392e-05,0,0.018664531,-0.03870807,7.485632,2.2755032
sham,V529,Reg01_z184,d11,sham_V529_Reg01_z184_d11,data_d11.mat,337,ROI337,724.0,64.0,2088,0.14672258380174408,0.07103947384726134,-0.0223560851475612,0.7298639699649107,0.1354783118187539,0.2878485671489536,9,6.111111111111111,10.0,0.2910930455996781,0.5943856581461567,56.576549245978704,1569.0,0.7298639699649107,2.4563612037538616e-05,0,-0.16412595,0.19765504,5.951822,3.8904448
resp,U545,Reg01_z243,d11,resp_U545_Reg01_z243_d11,data_d11.mat,112,ROI112,788.0,619.0,2088,0.2519071531334154,0.1434466957086205,0.03266965634282126,0.945786503263722,0.23220630175746515,0.5026417669536614,7,7.857142857142857,23.0,0.4548183022705315,0.7135802015062569,51.005219777616645,639.0,0.945786503263722,-2.935145281983235e-05,0,-0.023470832,-0.033696316,5.3767605,1.1478778
inh,U413,Reg03_z182,d7,inh_U413_Reg03_z182_d7,data_d7.mat,63,ROI63,428.0,818.0,2088,0.1932565338858513,0.21778564926566646,-0.014071817293119427,2.5635983513911285,0.16502092909316138,0.4504880199326561,10,9.5,17.0,0.9632307496768642,2.398577422297967,120.47887309171539,1093.0,2.5635983513911285,-6.627881481212259e-05,0,0.049704984,-0.15475729,6.593923,0.9880382
unresp,V529,Reg03_z177,d3,unresp_V529_Reg03_z177_d3,data_d3.mat,206,ROI206,362.0,495.0,2088,0.16683848121460443,0.06981855436466886,-0.012023351223690169,0.7701352203056786,0.14770422666835967,0.2721895644492227,15,7.266666666666667,21.0,0.23039625551522816,0.6224309936373189,71.19034938861071,396.0,0.7701352203056786,-4.120233565299038e-06,1,-0.1115085,-0.17937115,8.75615,1.0815392
resp,U849,Reg01_z205,d1,resp_U849_Reg01_z205_d1,data_d1.mat,383,ROI383,605.0,110.0,2088,0.1886410098603708,0.09004457608722648,0.01817029887040265,1.0383530362776678,0.17769929626731296,0.30891237143895434,5,9.8,15.0,0.4385784670974866,0.8606537400103549,46.703014041241474,639.0,1.0383530362776678,2.4024181800844008e-05,0,-0.101513,-0.04199905,3.142601,1.2141716
sham,U411,Reg03_z123,d3,sham_U411_Reg03_z123_d3,data_d3.mat,261,ROI261,276.0,161.0,2088,0.15809329769612712,0.06269573366061847,-0.0236175998908028,0.5152353447628625,0.14892894300669635,0.28632602988520406,7,6.571428571428571,15.0,0.21491488016861765,0.36630640175616613,48.463821187212986,1401.0,0.5152353447628625,6.700505816247101e-07,0,-0.16498822,0.124669865,4.439455,2.9988265
unresp,U236,Reg01_z263,d1,unresp_U236_Reg01_z263_d1,data_d1.mat,186,ROI186,91.0,993.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,2.173685,-15.856805
