condition,mouse,FOV,day,sample_id,source_file,roi_index,roi_label,roi_x,roi_y,n_frames,mean_signal,std_signal,min_signal,max_signal,baseline_center,threshold,n_events,mean_event_duration,max_event_duration,mean_event_amplitude,max_event_amplitude,auc_above_baseline,peak_frame,peak_value,global_slope,Cluster,PCA1,PCA2,UMAP1,UMAP2
unresp,U848,Reg01_z274,d3,unresp_U848_Reg01_z274_d3,data_d3.mat,165,ROI165,973.0,580.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,9.243419,30.980814
inh,U412,Reg01_z188,d1,inh_U412_Reg01_z188_d1,data_d1.mat,82,ROI82,947.0,384.0,2088,0.1672674066604213,0.06613597356388902,-0.007948390017544387,0.8307637028353014,0.14699958697654736,0.27162425737340234,9,5.777777777777778,12.0,0.2370395097251092,0.6837641158587541,71.32839561285813,419.0,0.8307637028353014,-2.3555809735933214e-06,0,-0.13421504,0.20436497,5.896727,3.8771706
inh,U872,Reg01_z208,d15,inh_U872_Reg01_z208_d15,data_d15.mat,350,ROI350,919.0,7.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-4.0853915,27.227854
unresp,U235,Reg01_z234,d3,unresp_U235_Reg01_z234_d3,data_d3.mat,113,ROI113,689.0,137.0,2088,0.20603564031184476,0.07618086645881776,-0.03640241225386354,0.5320405418705166,0.18553301433414976,0.31216465528866666,10,6.5,11.0,0.22823736064640462,0.3465075275363669,50.47586101445842,798.0,0.5320405418705166,1.1572555115633392e-05,0,-0.1164355,0.17939778,6.464676,3.697929
inh,U865,Reg01_z223,d9,inh_U865_Reg01_z223_d9,data_d9.mat,136,ROI136,224.0,291.0,2088,0.2013620752509099,0.13207747618396318,-0.2352465754229228,1.3677502765248888,0.13521655374788974,0.2400394603683427,50,9.34,39.0,0.27978578293147877,1.232533722776999,151.74502033619353,1916.0,1.3677502765248888,3.6706258953538826e-05,1,0.08508042,-1.3169668,13.90284,1.3188647
sham,U146,Reg01_z198,d1,sham_U146_Reg01_z198_d1,data_d1.mat,77,ROI77,351.0,193.0,2088,0.13457778174346172,0.12704561146370644,-0.27315527049435745,0.4605608430102673,0.11762727047383968,0.33548230855367867,3,5.0,8.0,0.29290990862924754,0.3429335725364276,35.92610757007493,487.0,0.4605608430102673,2.9329119702217116e-05,0,-0.20326728,0.40127578,0.67530334,6.348433
unresp,U234,Reg02_z150,d7,unresp_U234_Reg02_z150_d7,data_d7.mat,234,ROI234,474.0,69.0,2088,0.1494046991810098,0.07037242206953581,-0.04805819751212238,0.7027883553085417,0.12771972413959518,0.28986476600296207,7,8.0,15.0,0.32429512720849907,0.5750686311689465,74.17394220708458,1302.0,0.7027883553085417,1.8592374022156543e-05,0,-0.13612121,0.008424796,4.226062,2.074687
inh,U865,Reg01_z276,d5,inh_U865_Reg01_z276_d5,data_d5.mat,208,ROI208,33.0,128.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-3.83208,-17.408972
resp,U146,Reg03_z257,d11,resp_U146_Reg03_z257_d11,data_d11.mat,359,ROI359,442.0,977.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-10.653915,-1.6448922
sham,U875,Reg02_z170,d5,sham_U875_Reg02_z170_d5,data_d5.mat,342,ROI342,207.0,148.0,2088,0.19609442055388326,0.10207111555387165,0.004951254288903645,0.9085727677805211,0.17673730221422201,0.31930205418777835,20,8.0,20.0,0.3108286864520045,0.7318354655662991,84.65203648772174,979.0,0.9085727677805211,7.971594443354453e-06,1,-0.052298352,-0.288196,10.568035,0.726911
resp,U194,Reg01_z138,d11,resp_U194_Reg01_z138_d11,data_d11.mat,265,ROI265,228.0,398.0,2088,0.10835378738261786,0.12476881509759742,-0.012317050211192865,1.219286006313323,0.06423255621309963,0.14003775170493526,14,11.714285714285714,41.0,0.23685478056077405,1.1550534501002234,50.43355682380172,818.0,1.219286006313323,6.55034735219542e-05,1,-0.1333967,-0.88474154,8.174727,-1.2711523
resp,U545,Reg01_z243,d5,resp_U545_Reg01_z243_d5,data_d5.mat,213,ROI213,490.0,628.0,2088,0.11174292200570236,0.0646526299213977,-0.14357308100196522,0.4587519469799663,0.12532036490421192,0.2584012713591329,6,8.333333333333334,13.0,0.22432227669104823,0.3334315820757544,35.501142213851494,1271.0,0.4587519469799663,-9.646660457279745e-06,0,-0.2156612,0.0089036655,3.7998133,1.9266621
inh,U480,Reg01_z195,d9,inh_U480_Reg01_z195_d9,data_d9.mat,397,ROI397,834.0,951.0,2088,0.11002864415570827,0.038773487313370575,-0.02021372604312834,0.27088969330868634,0.11873816850488403,0.20929515409153626,4,5.5,8.0,0.12475746317500858,0.1521515248038023,18.981203341342827,1224.0,0.27088969330868634,-3.1205546304665227e-06,0,-0.26552063,0.34887585,1.3942786,5.3446193
inh,U872,Reg02_z194,d1,inh_U872_Reg02_z194_d1,data_d1.mat,39,ROI39,23.0,567.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,15.16579,-14.226385
inh,U411,Reg03_z167,d3,inh_U411_Reg03_z167_d3,data_d3.mat,163,ROI163,689.0,634.0,2088,1.0673859532816596,1.0098433012599646,-0.3724147172726674,4.696712762653606,0.4292849733045156,1.5354198337937006,7,13.0,29.0,2.2948088642920377,4.267427789349091,286.7846196000871,142.0,4.696712762653606,0.0010198441597367698,2,1.2533772,0.005731498,9.350913,6.049604
sham,U146,Reg01_z240,d23,sham_U146_Reg01_z240_d23,data_d23.mat,124,ROI124,317.0,860.0,2088,0.11591605796184751,0.04077296992831553,-0.047057680609857426,0.2346201950874113,0.11315388428337711,0.20734333666138527,1,3.0,3.0,0.11316349455271105,0.11316349455271105,19.14910409451696,694.0,0.2346201950874113,1.917741136665432e-06,0,-0.28083506,0.67884576,0.39898807,10.083911
unresp,T644,Reg01_z249,d3,unresp_T644_Reg01_z249_d3,data_d3.mat,251,ROI251,128.0,334.0,2088,0.24297047393652388,0.0922448564594121,-0.018503027844208614,0.5358716783792816,0.18983384980546253,0.37920024944768127,15,6.466666666666667,17.0,0.2770551973670466,0.3460378285738191,116.88044790653873,1660.0,0.5358716783792816,3.939852252441994e-05,1,-0.008004334,0.00055920053,8.699917,2.5426257
sham,U411,Reg04_z181,d7,sham_U411_Reg04_z181_d7,data_d7.mat,161,ROI161,589.0,322.0,2088,0.18382547693666476,0.10180591973329522,0.04634901593400085,0.6574349792958329,0.23283001207515092,0.3291163217170679,1,8.0,8.0,0.42460496722068203,0.42460496722068203,3.3111602933813105,85.0,0.6574349792958329,-0.0006456443450412037,0,-0.17862496,0.29765865,0.21104328,3.7100036
unresp,T652,Reg01_z219,d1,unresp_T652_Reg01_z219_d1,data_d1.mat,12,ROI12,543.0,27.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-3.8345656,-17.406914
unresp,U848,Reg01_z193,d3,unresp_U848_Reg01_z193_d3,data_d3.mat,65,ROI65,587.0,965.0,2088,0.11067802391677409,0.06797887591871914,-0.05286734583110169,0.27113407589219635,0.12017262420216202,0.19490955287007616,2,4.5,6.0,0.1423463895451258,0.15096145169003433,2.462376052750657,6.0,0.27113407589219635,-0.0012070254298649956,0,-0.3067877,0.4938396,-0.2872841,7.6466
unresp,U861,Reg01_z131,d7,unresp_U861_Reg01_z131_d7,data_d7.mat,240,ROI240,39.0,555.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-14.502856,6.1501136
resp,V530,Reg02_z166,d7,resp_V530_Reg02_z166_d7,data_d7.mat,304,ROI304,653.0,206.0,2088,0.14538638407080623,0.07079055086339868,-0.01638689719032507,0.5822860290142458,0.14668746873396724,0.23370121337875122,4,5.25,7.0,0.23696046628484027,0.43559856028027855,9.001492272020288,351.0,0.5822860290142458,0.00018571774208376768,0,-0.22237939,0.4156523,1.6406411,5.9581347
resp,U194,Reg01_z283,d1,resp_U194_Reg01_z283_d1,data_d1.mat,147,ROI147,369.0,463.0,2088,0.2435012419027094,0.2544457889961385,-0.01576729360074904,2.8250189846161686,0.17848854303964024,0.38678498005716616,19,10.052631578947368,32.0,0.7557720262921099,2.6465304415765285,156.52884396592407,346.0,2.8250189846161686,-2.3356636910539115e-05,1,0.15417254,-0.5953397,10.962039,0.8499526
sham,U411,Reg04_z181,d23,sham_U411_Reg04_z181_d23,data_d23.mat,308,ROI308,398.0,969.0,2088,0.49649629548752133,0.8070608342025022,-0.05483001323344766,5.904668057254155,0.25790432162723553,0.8811207873970884,24,11.708333333333334,27.0,2.220295448505072,5.646763735626919,645.3030985161362,1420.0,5.904668057254155,-8.551257491129255e-05,1,1.0127447,-0.57462156,11.928721,2.352288
resp,U146,Reg03_z235,d5,resp_U146_Reg03_z235_d5,data_d5.mat,178,ROI178,935.0,147.0,2088,0.15569840229560467,0.3043707506276159,-0.030020404160135204,3.0792732934178653,0.1030519423997872,0.25429398815551557,8,16.0,29.0,1.5128242569146066,2.976221351018078,154.8067699575316,1198.0,3.0792732934178653,-2.2074113190025338e-05,1,0.12042221,-0.8311244,5.8780594,-1.6477047
unresp,U235,Reg01_z133,d1,unresp_U235_Reg01_z133_d1,data_d1.mat,105,ROI105,87.0,715.0,2088,0.13758630528010782,0.08050304142873886,-0.13468443029846847,0.9679162365774214,0.11609255199852532,0.26247367480375,8,8.5,20.0,0.306621323472378,0.8518236845788961,80.51773170542728,1783.0,0.9679162365774214,3.4411479996863836e-05,0,-0.12626985,-0.14812575,5.287767,0.9211471
unresp,U236,Reg01_z221,d9,unresp_U236_Reg01_z221_d9,data_d9.mat,356,ROI356,650.0,302.0,2088,0.12526233602834233,0.06869056214020618,-0.055917713839401674,0.40810342053909376,0.07888413838086183,0.18539648493109584,23,6.782608695652174,12.0,0.17512507009104555,0.32921928215823193,47.77049448837108,460.0,0.40810342053909376,3.827582394051758e-05,1,-0.18754363,-0.18377921,11.685466,-0.27231774
inh,U411,Reg03_z147,d11,inh_U411_Reg03_z147_d11,data_d11.mat,107,ROI107,1016.0,641.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-16.267328,-4.955207
sham,V529,Reg01_z201,d7,sham_V529_Reg01_z201_d7,data_d7.mat,111,ROI111,689.0,415.0,2088,0.11198150114499031,0.05933870195968454,-0.06224995571006318,0.4738664151758692,0.10279282472454536,0.21912472481297585,11,6.818181818181818,16.0,0.21429321291614895,0.3710735904513238,52.12010166598157,1796.0,0.4738664151758692,1.866273126270609e-05,0,-0.20095608,-0.028596336,6.717631,2.535665
resp,T476,Reg01_z251,d7,resp_T476_Reg01_z251_d7,data_d7.mat,3,ROI3,320.0,356.0,2088,0.20808416543836467,0.09033812461895344,0.01064124979369195,0.5404088706128461,0.1575299613755862,0.2869192345780091,28,10.392857142857142,38.0,0.241708471173329,0.38287890923726,112.74853141911937,1714.0,0.5404088706128461,8.50361558446139e-05,1,0.008584179,-0.93120825,13.056067,1.1099136
resp,T649,Reg01_z235,d7,resp_T649_Reg01_z235_d7,data_d7.mat,98,ROI98,701.0,140.0,2088,0.18876035260391338,0.06691561837895937,-0.008629757707571632,0.44324957804109805,0.1703928229759089,0.35181065447148074,3,4.333333333333333,6.0,0.24037869750177107,0.27285675506518914,48.074089376084956,140.0,0.44324957804109805,-5.125623551533544e-06,0,-0.15941656,0.5464686,1.914144,7.52309
resp,T650,Reg02_z176,d23,resp_T650_Reg02_z176_d23,data_d23.mat,144,ROI144,181.0,912.0,2088,0.17793128088533333,0.14250976597602655,-0.04728691937827465,1.1642493217801098,0.1761820098990432,0.39771062315790123,11,10.363636363636363,23.0,0.628492984605986,0.9880673118810666,85.51205786352807,55.0,1.1642493217801098,-9.064885042570234e-06,1,-0.037351325,-0.35567585,6.9193153,0.095997676
resp,U194,Reg01_z138,d1,resp_U194_Reg01_z138_d1,data_d1.mat,264,ROI264,646.0,554.0,2088,0.33530739695928274,0.23950110186822407,0.0798049771659615,1.8040531776427247,0.3239728081778521,0.7338612284190675,3,8.333333333333334,12.0,0.9085713813484296,1.4800803694648725,35.14835899749184,30.0,1.8040531776427247,-0.0002696849102234731,0,0.081707306,0.27443275,6.321335,6.8781037
resp,U146,Reg03_z129,d23,resp_U146_Reg03_z129_d23,data_d23.mat,232,ROI232,319.0,274.0,2088,0.11418542226783619,0.06117247099093029,-0.021153318311976217,0.5297330567374372,0.10208615888542477,0.21810516123798002,12,6.916666666666667,12.0,0.22045750969288067,0.42764689785201243,49.538657930564966,162.0,0.5297330567374372,8.379143370298595e-06,0,-0.20342419,0.018714376,7.295306,2.7900572
sham,V529,Reg02_z138,d15,sham_V529_Reg02_z138_d15,data_d15.mat,37,ROI37,238.0,212.0,2088,0.13755511346984678,0.11683943282656001,-0.054583395836855966,1.501487476230971,0.1195728514801447,0.29088045625596587,10,9.3,13.0,0.5524743601974796,1.3819146247508263,78.52730589293611,1179.0,1.501487476230971,2.7012624205841077e-05,0,-0.10205979,-0.11590773,5.6175995,1.5906724
unresp,U848,Reg01_z274,d7,unresp_U848_Reg01_z274_d7,data_d7.mat,133,ROI133,797.0,145.0,2088,0.1094294124646965,0.04906885842833228,-0.06498935498510709,0.3138955036381988,0.10080263596657339,0.1884176584072866,15,6.733333333333333,17.0,0.1355564206505893,0.21309286767162539,47.64927612791815,1183.0,0.3138955036381988,-1.0702070321266019e-07,1,-0.21104735,-0.11929636,8.724546,1.8564386
resp,U849,Reg01_z265,d7,resp_U849_Reg01_z265_d7,data_d7.mat,370,ROI370,100.0,250.0,2088,0.17590304592642567,0.08377125655588256,-0.017218577572545978,0.6912355741900253,0.22660650189290824,0.5755928445297035,1,8.0,8.0,0.46462907229711714,0.46462907229711714,28.022409932686436,6.0,0.6912355741900253,-2.7602483284710053e-05,0,-0.14327641,0.2780158,0.40315163,3.460447
unresp,U235,Reg01_z163,d15,unresp_U235_Reg01_z163_d15,data_d15.mat,312,ROI312,597.0,29.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,2.1644804,-15.852724
unresp,U236,Reg01_z263,d5,unresp_U236_Reg01_z263_d5,data_d5.mat,243,ROI243,629.0,833.0,2088,0.8779790673781591,0.25050069775854084,0.41846320632862627,2.214140044936243,0.9893951441876431,1.7914597004009458,1,7.0,7.0,1.2247449007486,1.2247449007486,33.53867579146379,17.0,2.214140044936243,-0.0005675794891141552,2,0.6427766,0.9787478,10.034242,7.42493
inh,U413,Reg03_z182,d7,inh_U413_Reg03_z182_d7,data_d7.mat,314,ROI314,506.0,631.0,2088,0.13961592647588048,0.05761149380933168,-0.08017350222511828,0.4512852567080615,0.1280188226238284,0.2799584607207708,4,6.0,8.0,0.2468646602626559,0.3232664340842331,53.4723053962748,1881.0,0.4512852567080615,-1.6298396060579635e-06,0,-0.19310275,0.32732254,1.619475,4.88101
inh,U480,Reg01_z244,d3,inh_U480_Reg01_z244_d3,data_d3.mat,100,ROI100,979.0,823.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,5.8797503,26.94445
sham,U146,Reg03_z235,d9,sham_U146_Reg03_z235_d9,data_d9.mat,145,ROI145,397.0,736.0,2088,0.23800573842479955,0.145508243853699,-0.14189764212249587,1.1723562745108798,0.17866929138421067,0.4012973095505115,11,9.909090909090908,23.0,0.42401268991681074,0.993686983126669,91.49639227746707,690.0,1.1723562745108798,0.00014973917860873538,1,0.012225576,-0.28812918,7.007839,0.20005845
unresp,T652,Reg01_z154,d3,unresp_T652_Reg01_z154_d3,data_d3.mat,281,ROI281,626.0,490.0,2088,0.11438828095618726,0.06267685176370606,0.009801841186377353,0.4552887215895618,0.10186808523152964,0.25579859545514244,3,5.666666666666667,7.0,0.3052632332226328,0.35342063635803217,12.053505483842613,1.0,0.4552887215895618,-7.819193674549972e-05,0,-0.25474852,0.37415883,0.37445152,5.8171496
inh,U412,Reg01_z133,d5,inh_U412_Reg01_z133_d5,data_d5.mat,409,ROI409,411.0,64.0,2088,0.18930927639313339,0.07078497918270844,-0.01573979934111484,0.43959126908293555,0.22225469591101948,0.32962916453349134,6,5.666666666666667,7.0,0.1710028316081653,0.21733657317191607,23.334951969722876,1389.0,0.43959126908293555,-2.1952929811782164e-05,0,-0.16983923,0.38554823,3.869184,5.7260065
resp,V530,Reg01_z284,d3,resp_V530_Reg01_z284_d3,data_d3.mat,117,ROI117,709.0,272.0,2088,0.21684068290299074,0.26293641682186586,-0.0529050856426998,2.5011424655560073,0.17299384230245718,0.39966431369829025,11,11.363636363636363,23.0,1.0855063231525228,2.32814862325355,139.63867183253646,752.0,2.5011424655560073,2.9112645133177516e-05,1,0.112421654,-0.39975935,6.731423,-0.22745205
unresp,U861,Reg01_z177,d3,unresp_U861_Reg01_z177_d3,data_d3.mat,379,ROI379,855.0,92.0,2088,0.39767632205473563,0.6034422904063635,0.06090196957984744,6.825675812804235,0.3318254633050568,0.6449973089725412,8,9.625,18.0,2.1416250568136657,6.493850349499178,158.15306231355902,211.0,6.825675812804235,-0.0003204000941563028,0,0.4697721,0.04297088,7.664689,5.585613
resp,U849,Reg01_z170,d23,resp_U849_Reg01_z170_d23,data_d23.mat,107,ROI107,207.0,281.0,2088,0.1582649825292984,0.09847754962460938,-0.11372591951154154,1.0832536963731074,0.16680761868628521,0.39079200142089265,6,6.166666666666667,10.0,0.4406189924650985,0.9164460776868222,59.808722670761206,1767.0,1.0832536963731074,9.895357449599078e-07,0,-0.12996894,0.25873226,3.8293877,4.7513504
unresp,T652,Reg01_z133,d15,unresp_T652_Reg01_z133_d15,data_d15.mat,274,ROI274,784.0,794.0,2088,0.16821972106530517,0.06755842056432441,0.005161811259920892,0.44548052850807235,0.2082639462471197,0.356119185548818,1,5.0,5.0,0.23721658226095266,0.23721658226095266,22.544875130391592,226.0,0.44548052850807235,-6.098713102199091e-05,0,-0.19813198,0.5498078,1.0794088,8.4149885
inh,U413,Reg03_z135,d11,inh_U413_Reg03_z135_d11,data_d11.mat,253,ROI253,651.0,333.0,2088,0.17430600119927778,0.076852596445049,-0.00971933080686316,0.67811081655944,0.16457367921996324,0.36080092044395484,5,8.2,10.0,0.4133096388106187,0.5135371373394768,58.83343921206337,101.0,0.67811081655944,-6.7821961905474814e-06,0,-0.12618813,0.1443708,2.83397,3.0019016
sham,V529,Reg03_z204,d9,sham_V529_Reg03_z204_d9,data_d9.mat,100,ROI100,930.0,947.0,2088,0.2791974599316637,0.03348350698674933,0.21538422042546404,0.33753687094186174,0.28528433133710734,0.3637250140767426,0,,,,,0.14681307294536455,9.0,0.33753687094186174,0.0058989475092254655,0,0.018800061,0.36445984,9.530111,10.718954
inh,U865,Reg01_z176,d11,inh_U865_Reg01_z176_d11,data_d11.mat,316,ROI316,304.0,354.0,2088,0.5669654112673739,0.5339580024689392,-0.010703636475878827,3.3138188742885815,0.28859996547070876,0.8962881215404048,24,10.75,22.0,1.3696954555480823,3.0252189088178727,383.5038216105404,142.0,3.3138188742885815,0.00010416192623460305,1,0.72104436,-0.36128986,11.554485,2.4596713
inh,U865,Reg01_z248,d9,inh_U865_Reg01_z248_d9,data_d9.mat,200,ROI200,825.0,136.0,2088,0.4345693655809517,0.19198660934316,-0.23572009366902844,1.4285740608995685,0.48008742777691416,0.9107294917613746,6,6.166666666666667,9.0,0.7051339445460784,0.9484866331226544,102.05932474587766,709.0,1.4285740608995685,-3.437703856454045e-05,2,0.21773994,0.4976628,7.759217,7.3073683
resp,U545,Reg01_z170,d9,resp_U545_Reg01_z170_d9,data_d9.mat,225,ROI225,348.0,606.0,2088,0.13847320928520468,0.12169058349760463,-0.06577925196820134,1.1477937719879672,0.1613954838610634,0.3281381147125181,4,13.0,21.0,0.5474608467785467,0.9863982881269038,32.393755024086694,354.0,1.1477937719879672,-0.0001268651675444135,0,-0.13035357,-0.40353957,4.068822,-0.62067264
inh,U480,Reg01_z217,d9,inh_U480_Reg01_z217_d9,data_d9.mat,248,ROI248,297.0,346.0,2088,0.1176397807169311,0.04693594538278069,-0.025626301207083996,0.26120642997136284,0.13047655644442774,0.2688440933755837,0,,,,,26.25292876610621,174.0,0.26120642997136284,-9.980544733288785e-06,0,-0.22768435,0.20363715,14.158344,14.372817
resp,T650,Reg01_z123,d7,resp_T650_Reg01_z123_d7,data_d7.mat,302,ROI302,781.0,588.0,2088,0.3157073357442095,0.37230557843088574,-0.039584942463379645,3.209094244070058,0.22862315235543723,0.47357179859861637,12,14.5,32.0,1.270187006770294,2.9804710917146204,194.84496994499239,1023.0,3.209094244070058,5.7420000524207606e-05,1,0.3121764,-0.7313795,6.7665377,-0.9227842
resp,U849,Reg01_z237,d5,resp_U849_Reg01_z237_d5,data_d5.mat,17,ROI17,766.0,755.0,2088,0.16911748417756264,0.12586227939544403,-0.04462933145743999,1.3570475924822512,0.17273621197602812,0.3819616694794241,9,8.666666666666666,14.0,0.5847279173254368,1.184311380506223,72.030458733104,278.0,1.3570475924822512,-1.5515548213624625e-05,0,-0.076757565,-0.039095744,5.3462257,1.9021423
unresp,U235,Reg01_z189,d7,unresp_U235_Reg01_z189_d7,data_d7.mat,252,ROI252,514.0,790.0,2088,0.7008297754408935,0.6698753004692151,-0.047886451083794426,4.671199750627137,0.44831827353954634,1.4999082847037635,24,10.25,43.0,1.9719041760473237,4.222881477087591,737.9646039111955,1603.0,4.671199750627137,3.27391582792105e-05,1,1.2644721,-0.6050592,10.265554,5.386407
unresp,T644,Reg01_z226,d9,unresp_T644_Reg01_z226_d9,data_d9.mat,27,ROI27,433.0,485.0,2088,0.40641324518881444,0.23764976011412883,-0.06328508983156449,1.0582196072597791,0.5114262657761153,1.3325290447338443,0,,,,,11.089859812371706,132.0,1.0582196072597791,-0.0014694050205646268,2,0.083164185,0.42820665,9.32599,8.485709
inh,U865,Reg02_z181,d15,inh_U865_Reg02_z181_d15,data_d15.mat,70,ROI70,267.0,150.0,2088,0.15928789799809046,0.09744208819946917,-0.7747997237996771,0.4622313768361708,0.196193411369939,0.41282426969129027,3,4.333333333333333,7.0,0.2642657961340274,0.2660379654662318,38.58181362937556,67.0,0.4622313768361708,-3.10454799583371e-05,0,-0.17486066,0.47071254,2.002728,7.548699
resp,U849,Reg01_z265,d5,resp_U849_Reg01_z265_d5,data_d5.mat,263,ROI263,603.0,721.0,2088,0.2739605478753675,0.08231118422143474,0.09053195512549687,0.6101135439958794,0.23248219406719547,0.3458790729457087,8,5.875,11.0,0.22939159139625695,0.37763134992868386,18.723718386497033,156.0,0.6101135439958794,-6.526019707967794e-05,0,-0.08440679,0.32635233,5.4001484,4.993053
sham,V529,Reg04_z136,d1,sham_V529_Reg04_z136_d1,data_d1.mat,224,ROI224,279.0,640.0,2088,0.15512444492837452,0.09690347803993545,0.009770616565564884,0.5662129067154059,0.2310554023526887,0.556917651233966,0,,,,,7.939577170328146,1.0,0.5662129067154059,-0.00014670840835342706,0,-0.1851528,0.2406139,13.679843,10.713448
inh,U411,Reg03_z223,d3,inh_U411_Reg03_z223_d3,data_d3.mat,54,ROI54,870.0,873.0,2088,0.15494936072524346,0.10439011422656588,0.016465144141004976,0.7854821969674763,0.11371881219300213,0.2126900428159807,8,7.375,16.0,0.2544320850704952,0.6717633847744742,22.859728517288687,160.0,0.7854821969674763,5.695768817510727e-05,0,-0.17557669,0.026521932,5.0541596,2.365349
resp,V530,Reg01_z172,d7,resp_V530_Reg01_z172_d7,data_d7.mat,150,ROI150,19.0,1012.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,20.460121,-11.576915
inh,U411,Reg03_z123,d15,inh_U411_Reg03_z123_d15,data_d15.mat,260,ROI260,28.0,132.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-15.29272,16.902298
inh,U865,Reg01_z202,d3,inh_U865_Reg01_z202_d3,data_d3.mat,281,ROI281,822.0,71.0,2088,0.8923531222667573,0.38835292014867107,-0.3628184760283209,3.098351583910372,1.3271835719901446,2.328718998348564,1,4.0,4.0,1.7711680119202275,1.7711680119202275,68.8739100536966,61.0,3.098351583910372,-0.0002969828820540975,2,0.7914699,1.270755,10.2837715,7.2791343
inh,U412,Reg01_z160,d15,inh_U412_Reg01_z160_d15,data_d15.mat,304,ROI304,929.0,408.0,2088,0.14587474776862142,0.06272676135111561,-0.01530242309550193,0.4059812579691378,0.13758553433732326,0.2818820319870403,6,5.833333333333333,8.0,0.2191254343202823,0.2683957236318145,42.61075205837115,1163.0,0.4059812579691378,9.455624924965418e-06,0,-0.19628769,0.31039023,3.641868,4.879903
inh,U865,Reg01_z223,d3,inh_U865_Reg01_z223_d3,data_d3.mat,151,ROI151,794.0,596.0,2088,0.21558972503844986,0.0951148514733433,0.0,0.6145900376758641,0.2838437727688787,0.419152913505437,1,7.0,7.0,0.3307462649069854,0.3307462649069854,4.444171922440376,218.0,0.6145900376758641,-0.00026958796098371335,0,-0.1467614,0.41415703,4.217504,7.3006997
sham,V532,Reg01_z145,d15,sham_V532_Reg01_z145_d15,data_d15.mat,284,ROI284,1007.0,473.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,3.5420096,23.835472
inh,U865,Reg01_z176,d5,inh_U865_Reg01_z176_d5,data_d5.mat,369,ROI369,786.0,901.0,2088,0.19243044599892625,0.13084885678056385,-0.01725357602865815,0.9618331618086515,0.18275367654255686,0.5328827752223408,2,6.0,9.0,0.5692289362666137,0.7790794852660947,27.62106215944247,10.0,0.9618331618086515,-0.0002040973231110493,0,-0.12565176,0.391949,2.0768719,6.857871
resp,U866,Reg01_z167,d23,resp_U866_Reg01_z167_d23,data_d23.mat,216,ROI216,396.0,308.0,2088,0.17214518722676098,0.10310489171986963,-0.03704689552523539,1.1085738949060875,0.18971546960117988,0.42744194497373933,4,9.0,12.0,0.5487936069955652,0.9188584253049076,58.01931510795671,593.0,1.1085738949060875,-5.1483808786573496e-05,0,-0.101431414,0.07214612,2.2529945,2.2492924
inh,U865,Reg01_z223,d11,inh_U865_Reg01_z223_d11,data_d11.mat,24,ROI24,549.0,224.0,2088,0.8258294456813547,0.9727254212503782,-0.041280966081659355,5.49274408383049,0.60061267195145,1.8970676454062214,12,21.75,87.0,2.5739800118722123,4.89213141187904,848.6957911775003,577.0,5.49274408383049,-0.00038700644427064974,1,1.6441091,-1.8906219,10.434886,5.5405807
unresp,T644,Reg01_z249,d1,unresp_T644_Reg01_z249_d1,data_d1.mat,59,ROI59,585.0,519.0,2088,0.18530959884253323,0.10744118358575247,0.00027211274026843875,1.3830567462147652,0.1756028599346728,0.37038289668792956,6,8.333333333333334,13.0,0.6160161503275977,1.2074538862800923,72.97810230870101,140.0,1.3830567462147652,-2.0260847664321215e-05,0,-0.06877672,0.0760128,3.3790624,2.4234748
resp,U194,Reg01_z154,d15,resp_U194_Reg01_z154_d15,data_d15.mat,281,ROI281,855.0,222.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-9.054509,16.259293
sham,V529,Reg02_z138,d11,sham_V529_Reg02_z138_d11,data_d11.mat,348,ROI348,278.0,627.0,2088,0.2586701361887434,0.0749244574501035,0.00023046341453516632,0.5604720765457718,0.2646132905707481,0.45425096425232725,2,5.0,5.0,0.28206986466387574,0.2958587859750237,43.60239815210228,376.0,0.5604720765457718,-1.193267921005568e-05,0,-0.08641139,0.5981151,3.8297296,8.12538
sham,U546,Reg01_z229,d11,sham_U546_Reg01_z229_d11,data_d11.mat,283,ROI283,337.0,249.0,2088,0.1568314693326541,0.052271098237702554,0.04814187145758392,0.27637264680815915,0.18061529795092512,0.28417121988586347,0,,,,,2.964977450217596,91.0,0.27637264680815915,-0.00032529220030629144,0,-0.21439296,0.24434422,13.890828,12.624132
resp,T650,Reg01_z147,d23,resp_T650_Reg01_z147_d23,data_d23.mat,400,ROI400,157.0,968.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,9.21507,30.952496
